starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 05 18:10:40 2023	1699197040	1	1006	1007	1005
Sun Nov 05 18:10:40 2023	1699197040	1	1014	1015	1014
Sun Nov 05 18:10:40 2023	1699197040	0	1042	1042	1041
Sun Nov 05 18:10:40 2023	1699197040	0	1043	1043	1042
Sun Nov 05 18:10:40 2023	1699197040	0	1051	1051	1050
Sun Nov 05 18:10:40 2023	1699197040	0	1052	1052	1052
Sun Nov 05 18:10:40 2023	1699197040	0	1066	1066	1066
Sun Nov 05 18:10:40 2023	1699197040	0	1070	1070	1069
Sun Nov 05 18:10:40 2023	1699197040	1	1069	1070	1068
Sun Nov 05 18:10:40 2023	1699197040	0	1075	1075	1073
Sun Nov 05 18:10:40 2023	1699197040	0	1076	1076	1074
Sun Nov 05 18:10:40 2023	1699197040	0	1085	1085	1084
Sun Nov 05 18:10:40 2023	1699197040	0	1116	1116	1115
Sun Nov 05 18:10:40 2023	1699197040	0	1125	1125	1124
Sun Nov 05 18:10:40 2023	1699197040	1	1126	1127	1125
Sun Nov 05 18:10:40 2023	1699197040	0	1129	1129	1129
Sun Nov 05 18:10:40 2023	1699197040	0	1141	1141	1139
Sun Nov 05 18:10:40 2023	1699197040	0	1143	1143	1142
Sun Nov 05 18:10:40 2023	1699197040	0	1151	1151	1150
Sun Nov 05 18:10:40 2023	1699197040	0	1155	1155	1155
Sun Nov 05 18:10:40 2023	1699197040	0	1156	1156	1156
Sun Nov 05 18:10:40 2023	1699197040	0	1162	1162	1162
Sun Nov 05 18:10:40 2023	1699197040	0	1172	1172	1172
Sun Nov 05 18:10:40 2023	1699197040	0	1178	1178	1178
Sun Nov 05 18:10:40 2023	1699197040	1	1180	1181	1180
Sun Nov 05 18:10:40 2023	1699197040	0	1185	1185	1184
Sun Nov 05 18:10:40 2023	1699197040	1	1186	1187	1185
Sun Nov 05 18:10:40 2023	1699197040	0	1190	1190	1189
Sun Nov 05 18:10:40 2023	1699197040	0	1192	1192	1192
Sun Nov 05 18:10:40 2023	1699197040	1	1196	1197	1195
Sun Nov 05 18:10:40 2023	1699197040	0	1202	1202	1201
Sun Nov 05 18:10:40 2023	1699197040	0	1202	1202	1199
Sun Nov 05 18:10:40 2023	1699197040	1	1206	1207	1205
Sun Nov 05 18:10:40 2023	1699197040	0	1224	1224	1224
Sun Nov 05 18:10:40 2023	1699197040	0	1235	1235	1235
Sun Nov 05 18:10:40 2023	1699197040	0	1236	1236	1236
Sun Nov 05 18:10:40 2023	1699197040	0	1259	1259	1259
Sun Nov 05 18:10:40 2023	1699197040	0	1282	1282	1281
Sun Nov 05 18:10:40 2023	1699197040	0	1299	1299	1298
Sun Nov 05 18:10:40 2023	1699197040	0	1301	1301	1300
Sun Nov 05 18:10:40 2023	1699197040	1	1338	1339	1338
Sun Nov 05 18:10:39 2023	1699197039	0	1389	1389	1388
Sun Nov 05 18:10:39 2023	1699197039	0	1489	1489	1488
Sun Nov 05 18:10:39 2023	1699197039	0	1574	1574	1574
Sun Nov 05 18:10:39 2023	1699197039	0	1603	1603	1602
Sun Nov 05 18:10:39 2023	1699197039	1	1645	1646	1645
Sun Nov 05 18:10:39 2023	1699197039	0	1718	1718	1716
Sun Nov 05 18:10:39 2023	1699197039	0	1720	1720	1719
Sun Nov 05 18:10:39 2023	1699197039	1	1740	1741	1739
Sun Nov 05 18:10:39 2023	1699197039	1	1908	1909	1907
